,Date_Time,Open,High,Low,Close
54,2017-07-25 09:14:00,24622.9,24622.9,24471.35,24511.1
55,2017-07-25 09:59:00,24507.35,24521.35,24495.8,24510.95
56,2017-07-25 10:44:00,24510.55,24548.95,24509.0,24519.25
57,2017-07-25 11:29:00,24527.55,24527.55,24478.35,24500.5
58,2017-07-25 12:14:00,24494.85,24524.9,24490.6,24490.6
59,2017-07-25 12:59:00,24494.75,24519.75,24494.75,24500.5
60,2017-07-25 13:44:00,24500.05,24552.85,24500.05,24530.55
61,2017-07-25 14:29:00,24535.05,24562.85,24510.5,24522.7
62,2017-07-25 15:14:00,24512.45,24515.8,24501.35,24515.8
63,2017-07-26 09:14:00,24578.15,24578.15,24492.6,24560.65
64,2017-07-26 09:59:00,24563.3,24570.25,24540.05,24562.1
65,2017-07-26 10:44:00,24557.9,24574.15,24537.5,24541.5
66,2017-07-26 11:29:00,24549.45,24574.55,24543.4,24560.0
67,2017-07-26 12:14:00,24565.5,24596.9,24554.1,24583.05
68,2017-07-26 12:59:00,24577.6,24577.6,24524.9,24565.65
69,2017-07-26 13:44:00,24566.85,24592.6,24538.4,24585.05
70,2017-07-26 14:29:00,24584.8,24711.3,24577.8,24711.3
71,2017-07-26 15:14:00,24698.6,24710.2,24676.45,24680.1
72,2017-07-27 09:14:00,24857.5,24906.8,24828.75,24906.8
73,2017-07-27 09:59:00,24905.25,24907.05,24871.7,24895.5
74,2017-07-27 10:44:00,24893.95,24990.3,24890.8,24990.3
75,2017-07-27 11:29:00,24994.45,25015.25,24962.2,24977.0
76,2017-07-27 12:14:00,24983.6,24993.85,24920.95,24939.05
77,2017-07-27 12:59:00,24931.2,24968.8,24929.25,24946.25
78,2017-07-27 13:44:00,24953.1,25025.9,24951.8,25025.9
79,2017-07-27 14:29:00,25002.6,25019.2,24866.4,24884.85
80,2017-07-27 15:14:00,24890.45,24927.65,24890.45,24913.75
81,2017-07-28 09:14:00,24744.55,24843.65,24742.85,24799.9
82,2017-07-28 09:59:00,24807.1,24853.6,24807.1,24809.1
83,2017-07-28 10:44:00,24812.4,24826.5,24798.15,24824.9
84,2017-07-28 11:29:00,24817.6,24827.8,24772.2,24777.8
85,2017-07-28 12:14:00,24773.95,24776.8,24717.5,24717.5
86,2017-07-28 12:59:00,24715.75,24734.9,24659.55,24698.6
87,2017-07-28 13:44:00,24683.85,24735.7,24681.1,24691.35
88,2017-07-28 14:29:00,24703.4,24841.6,24679.05,24841.6
89,2017-07-28 15:14:00,24824.65,24837.95,24803.45,24806.9
90,2017-07-31 09:14:00,24880.6,24922.4,24849.75,24892.55
91,2017-07-31 09:59:00,24898.6,24922.45,24846.55,24922.45
92,2017-07-31 10:44:00,24911.2,25009.4,24907.6,25009.4
93,2017-07-31 11:29:00,25011.7,25039.6,25002.55,25031.65
94,2017-07-31 12:14:00,25021.8,25084.0,24981.5,25084.0
95,2017-07-31 12:59:00,25085.1,25092.95,25061.8,25072.25
96,2017-07-31 13:44:00,25074.05,25109.9,25041.3,25054.7
97,2017-07-31 14:29:00,25047.7,25108.45,25044.05,25097.95
98,2017-07-31 15:14:00,25096.5,25114.3,25091.55,25091.55
99,2017-08-01 09:14:00,25152.85,25153.0,25083.6,25087.65
100,2017-08-01 09:59:00,25092.3,25132.7,25087.8,25094.55
101,2017-08-01 10:44:00,25085.4,25085.7,25005.6,25050.5
102,2017-08-01 11:29:00,25044.3,25088.4,25025.25,25071.75
103,2017-08-01 12:14:00,25065.5,25072.85,25041.85,25044.75
104,2017-08-01 12:59:00,25043.05,25044.75,25012.25,25032.1
105,2017-08-01 13:44:00,25035.5,25056.05,25007.15,25015.8
106,2017-08-01 14:29:00,25014.45,25135.3,25006.35,25128.5
107,2017-08-01 15:15:00,25130.05,25171.1,25127.65,25151.85
108,2017-08-02 09:14:00,25190.4,25190.4,25126.7,25131.15
109,2017-08-02 09:59:00,25133.4,25179.6,25131.7,25131.7
110,2017-08-02 10:44:00,25138.75,25150.8,25104.2,25136.85
111,2017-08-02 11:29:00,25138.2,25138.95,25110.2,25123.55
112,2017-08-02 12:14:00,25121.05,25136.05,25098.15,25108.4
113,2017-08-02 12:59:00,25110.65,25143.15,25092.0,25134.2
114,2017-08-02 13:44:00,25138.55,25138.55,25096.8,25122.25
115,2017-08-02 14:29:00,25120.2,25150.4,25000.2,25115.45
116,2017-08-02 15:14:00,25104.2,25104.2,24949.3,24956.45
117,2017-08-03 09:14:00,25002.85,25002.85,24835.9,24835.9
118,2017-08-03 09:59:00,24828.45,24842.4,24786.65,24806.15
119,2017-08-03 10:44:00,24802.55,24850.65,24796.15,24805.95
120,2017-08-03 11:29:00,24798.1,24835.6,24794.0,24807.4
121,2017-08-03 12:14:00,24806.75,24819.7,24789.45,24815.3
122,2017-08-03 12:59:00,24818.15,24818.15,24740.6,24748.15
123,2017-08-03 13:44:00,24764.15,24789.3,24723.75,24731.6
124,2017-08-03 14:29:00,24715.15,24721.45,24630.15,24696.7
125,2017-08-03 15:14:00,24695.4,24695.4,24642.35,24642.35
126,2017-08-04 09:14:00,24629.5,24717.8,24618.2,24694.5
127,2017-08-04 09:59:00,24698.4,24737.9,24624.1,24627.6
128,2017-08-04 10:44:00,24620.75,24662.25,24599.15,24632.6
129,2017-08-04 11:29:00,24627.55,24676.55,24627.55,24667.95
130,2017-08-04 12:14:00,24666.05,24716.95,24657.75,24697.05
131,2017-08-04 12:59:00,24696.7,24729.85,24671.85,24729.85
132,2017-08-04 13:44:00,24734.65,24836.5,24716.5,24836.5
133,2017-08-04 14:29:00,24829.65,24875.6,24784.9,24839.25
134,2017-08-04 15:14:00,24843.4,24843.4,24817.3,24823.95
135,2017-08-07 09:14:00,24854.15,24940.85,24854.15,24897.25
136,2017-08-07 09:59:00,24898.2,24935.1,24891.85,24926.75
137,2017-08-07 10:44:00,24931.3,24969.6,24919.0,24927.3
138,2017-08-07 11:29:00,24923.15,24940.7,24901.35,24905.4
139,2017-08-07 12:14:00,24904.95,24923.95,24900.4,24914.75
140,2017-08-07 12:59:00,24915.95,24916.8,24883.85,24913.0
141,2017-08-07 13:44:00,24903.25,24944.0,24903.25,24944.0
142,2017-08-07 14:29:00,24941.75,24974.05,24894.95,24896.95
143,2017-08-07 15:14:00,24897.1,24902.35,24889.55,24897.4
144,2017-08-08 09:14:00,24942.2,24953.05,24679.65,24687.75
145,2017-08-08 09:59:00,24650.5,24673.7,24545.7,24645.6
146,2017-08-08 10:44:00,24649.7,24730.75,24636.95,24730.75
147,2017-08-08 11:29:00,24715.8,24715.8,24648.15,24668.6
148,2017-08-08 12:14:00,24672.2,24693.3,24653.4,24679.1
149,2017-08-08 12:59:00,24682.0,24689.7,24550.3,24560.35
150,2017-08-08 13:44:00,24584.8,24621.6,24558.95,24596.6
151,2017-08-08 14:29:00,24595.2,24604.95,24538.85,24561.95
152,2017-08-08 15:14:00,24554.75,24663.8,24554.75,24598.55
153,2017-08-09 09:14:00,24519.25,24519.25,24404.05,24481.9
154,2017-08-09 09:59:00,24491.6,24503.5,24443.65,24469.15
155,2017-08-09 10:44:00,24470.65,24477.7,24443.0,24443.0
156,2017-08-09 11:29:00,24447.85,24473.75,24434.9,24453.05
157,2017-08-09 12:14:00,24453.9,24478.35,24441.2,24464.15
158,2017-08-09 12:59:00,24466.75,24466.75,24429.4,24434.65
159,2017-08-09 13:44:00,24437.9,24457.95,24378.2,24457.95
160,2017-08-09 14:29:00,24452.05,24530.8,24385.45,24396.95
161,2017-08-09 15:14:00,24382.5,24386.05,24335.6,24356.85
162,2017-08-10 09:14:00,24300.45,24305.35,24190.8,24247.8
163,2017-08-10 09:59:00,24260.7,24260.7,24209.5,24217.7
164,2017-08-10 10:44:00,24214.3,24313.75,24200.25,24277.2
165,2017-08-10 11:29:00,24279.05,24279.05,24246.45,24261.35
166,2017-08-10 12:14:00,24254.3,24279.3,24228.35,24228.35
167,2017-08-10 12:59:00,24237.8,24242.95,24189.35,24217.6
168,2017-08-10 13:44:00,24206.05,24249.7,24195.85,24213.15
169,2017-08-10 14:29:00,24213.0,24213.0,24103.6,24199.2
170,2017-08-10 15:14:00,24205.5,24293.05,24205.5,24276.7
171,2017-08-11 09:14:00,23958.25,24029.3,23958.25,23997.55
172,2017-08-11 09:59:00,23985.0,24083.05,23970.95,24059.5
173,2017-08-11 10:44:00,24065.75,24066.3,24022.4,24066.3
174,2017-08-11 11:29:00,24064.7,24189.55,24030.75,24154.95
175,2017-08-11 12:14:00,24129.95,24136.05,24082.4,24120.3
176,2017-08-11 12:59:00,24115.05,24115.05,23992.8,23999.3
177,2017-08-11 13:44:00,23984.1,24056.85,23885.35,23950.9
178,2017-08-11 14:29:00,23946.85,24011.9,23905.1,24005.1
179,2017-08-11 15:14:00,24001.85,24009.4,23977.7,23977.7
180,2017-08-14 09:14:00,24051.05,24203.85,24051.05,24197.0
181,2017-08-14 09:59:00,24185.35,24205.65,24130.75,24159.25
182,2017-08-14 10:44:00,24160.65,24171.8,24138.95,24146.4
183,2017-08-14 11:29:00,24139.8,24207.1,24139.8,24158.2
184,2017-08-14 12:14:00,24154.85,24172.35,24134.2,24150.9
185,2017-08-14 12:59:00,24152.15,24166.9,24133.5,24136.65
186,2017-08-14 13:44:00,24133.55,24153.25,24103.95,24141.65
187,2017-08-14 14:29:00,24139.4,24158.45,24113.9,24125.4
188,2017-08-14 15:14:00,24117.3,24125.65,24086.75,24100.8
189,2017-08-16 09:14:00,24188.75,24188.75,23970.9,23999.5
190,2017-08-16 09:59:00,23999.25,24013.25,23953.8,23981.15
191,2017-08-16 10:44:00,23986.7,24020.45,23982.15,23987.3
192,2017-08-16 11:29:00,23983.25,24050.25,23966.1,24044.3
193,2017-08-16 12:14:00,24040.8,24148.1,24030.9,24140.35
194,2017-08-16 12:59:00,24140.65,24377.25,24140.65,24326.15
195,2017-08-16 13:44:00,24342.55,24342.55,24223.35,24306.55
196,2017-08-16 14:29:00,24312.15,24456.2,24306.45,24438.0
197,2017-08-16 15:14:00,24438.9,24457.0,24423.9,24447.85
198,2017-08-17 09:14:00,24495.2,24495.2,24336.7,24380.85
199,2017-08-17 09:59:00,24368.7,24418.4,24365.0,24381.6
200,2017-08-17 10:44:00,24379.25,24396.05,24284.05,24299.8
201,2017-08-17 11:29:00,24286.35,24329.25,24283.45,24297.45
202,2017-08-17 12:14:00,24298.5,24360.05,24298.5,24343.3
203,2017-08-17 12:59:00,24338.7,24354.3,24285.35,24312.35
204,2017-08-17 13:44:00,24319.5,24391.15,24294.95,24348.9
205,2017-08-17 14:29:00,24348.45,24389.4,24235.2,24235.2
206,2017-08-17 15:14:00,24165.3,24263.35,24143.8,24258.0
207,2017-08-18 09:14:00,24125.3,24125.3,23936.95,24019.35
208,2017-08-18 09:59:00,24011.75,24086.0,24011.75,24045.15
209,2017-08-18 10:44:00,24035.8,24069.5,24035.8,24049.05
210,2017-08-18 11:29:00,24050.4,24055.05,24022.2,24038.8
211,2017-08-18 12:14:00,24038.8,24046.5,24014.0,24045.8
212,2017-08-18 12:59:00,24050.25,24098.0,24015.55,24084.25
213,2017-08-18 13:44:00,24060.5,24081.45,24012.15,24043.1
214,2017-08-18 14:29:00,24046.2,24083.1,24046.2,24080.9
215,2017-08-18 15:14:00,24096.35,24101.75,24054.9,24072.7
216,2017-08-21 09:14:00,24140.55,24258.55,24107.9,24215.85
217,2017-08-21 09:59:00,24212.55,24240.6,24126.15,24128.85
218,2017-08-21 10:44:00,24131.4,24182.15,24106.5,24171.05
219,2017-08-21 11:29:00,24168.15,24183.8,24109.4,24143.8
220,2017-08-21 12:14:00,24144.2,24168.1,24131.55,24136.1
221,2017-08-21 12:59:00,24136.5,24137.9,24094.05,24107.15
222,2017-08-21 13:44:00,24107.55,24111.2,24005.0,24005.0
223,2017-08-21 14:29:00,24005.3,24057.95,23921.25,23937.55
224,2017-08-21 15:14:00,23938.65,23943.25,23882.45,23926.25
225,2017-08-22 09:14:00,24080.6,24127.45,23854.6,23937.1
226,2017-08-22 09:59:00,23937.05,23972.95,23861.2,23938.05
227,2017-08-22 10:44:00,23939.1,23999.05,23890.5,23938.8
228,2017-08-22 11:29:00,23939.05,24045.7,23930.85,24012.95
229,2017-08-22 12:14:00,24012.6,24058.3,23951.05,23962.5
230,2017-08-22 12:59:00,23962.3,24022.05,23947.15,23995.3
231,2017-08-22 13:44:00,23995.4,24003.35,23909.65,23928.1
232,2017-08-22 14:29:00,23930.65,23979.7,23925.05,23975.1
233,2017-08-22 15:14:00,23977.35,24023.85,23966.65,24006.8
234,2017-08-23 09:14:00,24084.95,24180.55,24079.7,24151.8
235,2017-08-23 09:59:00,24151.9,24168.7,24119.0,24150.35
236,2017-08-23 10:44:00,24150.15,24168.1,24138.65,24146.75
237,2017-08-23 11:29:00,24146.75,24214.1,24111.65,24202.15
238,2017-08-23 12:14:00,24203.2,24203.45,24154.0,24171.0
239,2017-08-23 12:59:00,24172.35,24174.6,24121.0,24150.7
240,2017-08-23 13:44:00,24151.1,24250.3,24145.05,24244.65
241,2017-08-23 14:29:00,24247.75,24349.15,24221.55,24318.9
242,2017-08-23 15:14:00,24319.5,24343.35,24281.65,24285.9
243,2017-08-24 09:14:00,24374.75,24375.6,24224.85,24258.4
244,2017-08-24 09:59:00,24258.4,24318.55,24251.2,24288.95
245,2017-08-24 10:44:00,24288.75,24297.6,24262.45,24287.65
246,2017-08-24 11:29:00,24287.8,24298.15,24255.4,24265.05
247,2017-08-24 12:14:00,24265.45,24358.0,24251.05,24342.25
248,2017-08-24 12:59:00,24341.9,24346.45,24260.5,24284.95
249,2017-08-24 13:44:00,24283.15,24321.95,24244.75,24298.35
250,2017-08-24 14:29:00,24298.55,24411.0,24275.2,24326.3
251,2017-08-24 15:14:00,24325.2,24338.65,24235.95,24320.5
252,2017-08-28 09:14:00,24351.25,24397.6,24301.4,24370.0
253,2017-08-28 09:59:00,24368.85,24396.5,24350.75,24368.0
254,2017-08-28 10:44:00,24368.1,24372.6,24338.45,24354.5
255,2017-08-28 11:29:00,24354.65,24396.25,24348.35,24390.65
256,2017-08-28 12:14:00,24391.3,24421.75,24372.35,24374.95
257,2017-08-28 12:59:00,24375.55,24385.5,24340.55,24377.05
258,2017-08-28 13:44:00,24378.3,24387.5,24345.3,24368.25
259,2017-08-28 14:29:00,24367.8,24388.3,24359.45,24380.25
260,2017-08-28 15:14:00,24380.2,24388.3,24360.95,24367.25
261,2017-08-29 09:14:00,24302.0,24312.55,24175.25,24217.45
262,2017-08-29 09:59:00,24216.55,24241.3,24179.6,24212.85
263,2017-08-29 10:44:00,24214.0,24226.15,24149.2,24196.65
264,2017-08-29 11:29:00,24196.65,24234.5,24189.35,24229.15
265,2017-08-29 12:14:00,24229.55,24240.2,24167.45,24172.95
266,2017-08-29 12:59:00,24172.65,24192.8,24109.55,24121.95
267,2017-08-29 13:44:00,24120.85,24157.25,24105.75,24151.4
268,2017-08-29 14:29:00,24151.55,24153.0,24106.85,24126.0
269,2017-08-29 15:14:00,24126.15,24137.6,24111.45,24119.6
270,2017-08-30 09:14:00,24253.05,24342.1,24250.5,24315.95
271,2017-08-30 09:59:00,24315.8,24343.4,24290.1,24317.0
272,2017-08-30 10:44:00,24315.65,24343.6,24307.25,24337.65
273,2017-08-30 11:29:00,24337.5,24384.05,24320.5,24348.7
274,2017-08-30 12:14:00,24348.3,24376.4,24326.15,24329.7
275,2017-08-30 12:59:00,24331.7,24357.1,24319.5,24333.65
276,2017-08-30 13:44:00,24333.6,24364.65,24307.55,24311.2
277,2017-08-30 14:29:00,24307.65,24326.55,24274.85,24299.0
278,2017-08-30 15:14:00,24299.25,24322.7,24297.25,24321.6
279,2017-08-31 09:14:00,24354.35,24354.35,24224.95,24236.6
280,2017-08-31 09:59:00,24236.5,24264.75,24219.1,24225.95
281,2017-08-31 10:44:00,24227.05,24255.9,24217.7,24218.85
282,2017-08-31 11:29:00,24221.7,24281.5,24207.75,24280.95
283,2017-08-31 12:14:00,24279.8,24314.0,24262.35,24295.75
284,2017-08-31 12:59:00,24296.0,24303.1,24244.95,24256.75
285,2017-08-31 13:44:00,24258.3,24305.35,24254.35,24300.65
286,2017-08-31 14:29:00,24299.7,24340.85,24274.65,24325.0
287,2017-08-31 15:14:00,24329.2,24339.45,24298.25,24301.35
288,2017-09-01 09:14:00,24389.2,24412.65,24319.2,24412.65
289,2017-09-01 09:59:00,24412.1,24465.15,24395.3,24442.5
290,2017-09-01 10:44:00,24442.6,24458.05,24420.85,24439.7
291,2017-09-01 11:29:00,24441.2,24449.9,24428.25,24442.0
292,2017-09-01 12:14:00,24442.0,24476.65,24438.75,24455.8
293,2017-09-01 12:59:00,24455.8,24494.15,24445.0,24485.8
294,2017-09-01 13:44:00,24488.95,24490.45,24423.55,24451.65
295,2017-09-01 14:29:00,24451.25,24467.5,24420.65,24447.2
296,2017-09-01 15:14:00,24445.9,24451.6,24392.1,24406.3
297,2017-09-04 09:14:00,24456.3,24456.3,24326.2,24373.5
298,2017-09-04 09:59:00,24372.65,24378.95,24300.2,24328.1
299,2017-09-04 10:44:00,24329.65,24347.9,24308.25,24324.0
300,2017-09-04 11:29:00,24323.75,24326.85,24183.1,24207.85
301,2017-09-04 12:14:00,24208.55,24230.7,24156.55,24229.9
302,2017-09-04 12:59:00,24229.9,24234.75,24178.6,24194.3
303,2017-09-04 13:44:00,24194.3,24246.35,24172.3,24221.4
304,2017-09-04 14:29:00,24221.4,24262.95,24197.1,24248.7
305,2017-09-04 15:14:00,24249.65,24262.55,24207.2,24214.85
306,2017-09-05 09:14:00,24272.6,24387.6,24256.3,24359.4
307,2017-09-05 09:59:00,24358.2,24374.8,24334.3,24346.75
308,2017-09-05 10:44:00,24346.75,24365.9,24320.95,24322.9
309,2017-09-05 11:29:00,24324.65,24340.8,24294.6,24296.45
310,2017-09-05 12:14:00,24298.45,24315.85,24263.2,24303.7
311,2017-09-05 12:59:00,24303.8,24334.6,24288.9,24299.45
312,2017-09-05 13:44:00,24299.55,24363.15,24296.05,24345.95
313,2017-09-05 14:29:00,24346.0,24373.25,24312.85,24322.4
314,2017-09-05 15:14:00,24322.55,24345.7,24297.65,24308.35
315,2017-09-06 09:14:00,24192.4,24210.7,24151.9,24179.45
316,2017-09-06 09:59:00,24180.9,24209.6,24175.25,24190.2
317,2017-09-06 10:44:00,24189.35,24241.75,24180.55,24231.65
318,2017-09-06 11:29:00,24231.5,24270.25,24228.25,24247.15
319,2017-09-06 12:14:00,24246.9,24271.15,24228.3,24256.8
320,2017-09-06 12:59:00,24260.25,24311.25,24247.9,24302.65
321,2017-09-06 13:44:00,24300.1,24316.85,24275.6,24298.85
322,2017-09-06 14:29:00,24300.7,24329.8,24259.1,24274.9
323,2017-09-06 15:14:00,24270.6,24293.5,24254.4,24290.15
324,2017-09-07 09:14:00,24324.85,24412.15,24324.85,24365.35
325,2017-09-07 09:59:00,24368.4,24391.6,24360.6,24367.55
326,2017-09-07 10:44:00,24366.05,24369.75,24333.65,24343.45
327,2017-09-07 11:29:00,24345.9,24358.0,24311.95,24333.1
328,2017-09-07 12:14:00,24333.65,24353.05,24309.2,24342.7
329,2017-09-07 12:59:00,24342.65,24358.05,24323.35,24356.45
330,2017-09-07 13:44:00,24357.9,24384.15,24338.25,24356.4
331,2017-09-07 14:29:00,24355.55,24403.3,24309.85,24337.35
332,2017-09-07 15:14:00,24337.6,24339.7,24248.15,24290.0
333,2017-09-08 09:14:00,24409.5,24417.65,24337.9,24349.85
334,2017-09-08 09:59:00,24349.8,24366.25,24335.25,24351.1
335,2017-09-08 10:44:00,24351.1,24359.0,24319.35,24350.4
336,2017-09-08 11:29:00,24350.25,24369.6,24341.7,24354.15
337,2017-09-08 12:14:00,24354.9,24370.65,24306.25,24325.55
338,2017-09-08 12:59:00,24325.65,24339.0,24276.9,24315.7
339,2017-09-08 13:44:00,24315.35,24348.1,24300.1,24316.9
340,2017-09-08 14:29:00,24315.55,24399.1,24290.8,24377.85
341,2017-09-08 15:14:00,24377.0,24388.15,24337.9,24355.5
342,2017-09-11 09:14:00,24468.5,24515.05,24458.85,24498.05
343,2017-09-11 09:59:00,24494.95,24503.0,24463.05,24492.25
344,2017-09-11 10:44:00,24491.85,24585.95,24466.25,24584.6
345,2017-09-11 11:29:00,24586.2,24670.25,24583.15,24658.75
346,2017-09-11 12:14:00,24657.0,24663.4,24629.3,24657.8
347,2017-09-11 12:59:00,24658.25,24687.0,24650.35,24669.8
348,2017-09-11 13:44:00,24669.2,24708.55,24659.7,24699.45
349,2017-09-11 14:29:00,24699.2,24734.6,24667.55,24678.65
350,2017-09-11 15:14:00,24677.9,24685.2,24654.15,24671.6
351,2017-09-12 09:14:00,24779.15,24779.15,24654.5,24679.75
352,2017-09-12 09:59:00,24681.35,24788.4,24677.8,24782.9
353,2017-09-12 10:44:00,24782.55,24793.7,24759.25,24784.8
354,2017-09-12 11:29:00,24785.2,24821.35,24776.2,24796.6
355,2017-09-12 12:14:00,24795.75,24811.45,24771.0,24778.25
356,2017-09-12 12:59:00,24778.05,24810.15,24767.95,24801.4
357,2017-09-12 13:44:00,24801.4,24813.2,24769.6,24784.05
358,2017-09-12 14:29:00,24784.15,24807.5,24769.45,24773.45
359,2017-09-12 15:14:00,24772.95,24796.7,24763.3,24794.2
360,2017-09-13 09:14:00,24818.35,24821.0,24739.5,24818.15
361,2017-09-13 09:59:00,24817.2,24875.4,24814.7,24849.45
362,2017-09-13 10:44:00,24849.2,24859.65,24827.5,24836.0
363,2017-09-13 11:29:00,24835.25,24889.75,24823.3,24875.9
364,2017-09-13 12:14:00,24875.8,24920.7,24864.0,24902.45
365,2017-09-13 12:59:00,24903.1,24939.95,24895.3,24938.0
366,2017-09-13 13:44:00,24939.5,24948.3,24893.55,24899.25
367,2017-09-13 14:29:00,24900.1,24922.35,24825.95,24827.7
368,2017-09-13 15:14:00,24828.35,24845.4,24810.55,24831.55
369,2017-09-14 09:14:00,24857.25,24970.4,24820.0,24952.15
370,2017-09-14 09:59:00,24951.9,24976.25,24928.35,24968.35
371,2017-09-14 10:44:00,24967.95,24970.7,24890.6,24902.35
372,2017-09-14 11:29:00,24901.45,24934.7,24877.8,24889.6
373,2017-09-14 12:14:00,24891.15,24918.3,24888.15,24902.2
374,2017-09-14 12:59:00,24902.75,24920.3,24888.75,24901.15
375,2017-09-14 13:44:00,24901.15,24939.85,24877.7,24930.55
376,2017-09-14 14:29:00,24930.4,24993.1,24914.1,24923.05
377,2017-09-14 15:14:00,24922.85,24942.2,24872.1,24921.65
378,2017-09-15 09:14:00,24840.3,24894.9,24791.7,24829.45
379,2017-09-15 09:59:00,24829.95,24862.35,24822.2,24845.05
380,2017-09-15 10:44:00,24844.25,24851.9,24797.1,24830.55
381,2017-09-15 11:29:00,24831.55,24876.95,24812.05,24858.7
382,2017-09-15 12:14:00,24858.05,24868.25,24841.1,24863.1
383,2017-09-15 12:59:00,24859.95,24864.1,24824.85,24827.95
384,2017-09-15 13:44:00,24830.85,24872.7,24816.7,24851.1
385,2017-09-15 14:29:00,24855.6,24915.45,24833.35,24839.65
386,2017-09-15 15:14:00,24841.3,24854.65,24830.7,24844.45
387,2017-09-18 09:14:00,24948.15,25070.2,24948.15,25053.2
388,2017-09-18 09:59:00,25051.65,25074.0,25051.05,25069.85
389,2017-09-18 10:44:00,25069.95,25074.75,25050.55,25061.8
390,2017-09-18 11:29:00,25063.95,25095.65,25060.6,25080.95
391,2017-09-18 12:14:00,25080.6,25092.15,25073.15,25082.4
392,2017-09-18 12:59:00,25082.6,25085.7,25042.4,25061.6
393,2017-09-18 13:44:00,25062.4,25104.9,25055.2,25070.35
394,2017-09-18 14:29:00,25070.45,25093.85,25040.0,25041.85
395,2017-09-18 15:14:00,25041.85,25054.5,25033.6,25039.2
396,2017-09-19 09:14:00,25059.75,25059.75,25001.95,25017.2
397,2017-09-19 09:59:00,25016.45,25025.1,24993.3,25000.5
