Date_Time,Open,High,Low,Close
2017-07-17 09:14:00,24011.4,24014.4,23914.4,23969.25
2017-07-17 10:14:00,23969.35,24021.8,23964.05,23995.5
2017-07-17 11:14:00,23995.6,24000.65,23964.9,23976.0
2017-07-17 12:14:00,23975.15,24003.65,23963.75,23989.7
2017-07-17 13:14:00,23991.05,24007.1,23965.5,23985.55
2017-07-17 14:14:00,23988.75,24064.7,23986.15,24002.05
2017-07-17 15:14:00,24002.95,24039.45,23992.35,24015.7
2017-07-18 09:14:00,23958.15,24124.4,23958.15,24107.35
2017-07-18 10:14:00,24099.0,24099.0,24037.8,24047.9
2017-07-18 11:14:00,24055.85,24102.05,24051.05,24084.45
2017-07-18 12:14:00,24085.7,24102.55,24059.45,24059.45
2017-07-18 13:14:00,24059.75,24143.75,24059.75,24123.4
2017-07-18 14:14:00,24129.0,24133.15,24008.5,24016.4
2017-07-18 15:14:00,24027.3,24027.3,24009.3,24012.05
2017-07-19 09:14:00,24069.2,24136.05,24069.2,24107.1
2017-07-19 10:14:00,24114.15,24141.85,24113.6,24116.95
2017-07-19 11:14:00,24120.3,24157.35,24114.6,24143.5
2017-07-19 12:14:00,24143.45,24167.85,24132.9,24149.6
2017-07-19 13:14:00,24147.6,24152.0,24105.3,24128.1
2017-07-19 14:14:00,24130.55,24175.8,24130.55,24149.35
2017-07-19 15:14:00,24142.55,24162.55,24142.55,24160.6
2017-07-20 09:14:00,24170.65,24239.5,24170.65,24206.6
2017-07-20 10:14:00,24209.15,24282.05,24193.25,24282.05
2017-07-20 11:14:00,24288.0,24294.8,24234.95,24236.05
2017-07-20 12:14:00,24235.75,24235.75,24181.5,24229.1
2017-07-20 13:14:00,24227.45,24251.65,24184.85,24219.45
2017-07-20 14:14:00,24223.55,24246.85,24186.95,24205.65
2017-07-20 15:14:00,24197.35,24233.9,24197.35,24222.45
2017-07-21 09:14:00,24231.4,24250.95,24155.2,24238.85
2017-07-21 10:14:00,24246.65,24246.65,24213.95,24234.5
2017-07-21 11:14:00,24237.85,24238.45,24189.95,24200.25
2017-07-21 12:14:00,24203.95,24203.95,24074.3,24115.25
2017-07-21 13:14:00,24111.6,24196.8,24087.25,24172.1
2017-07-21 14:14:00,24172.0,24261.15,24172.0,24257.15
2017-07-21 15:14:00,24258.15,24282.0,24258.15,24280.65
2017-07-24 09:14:00,24307.7,24379.4,24240.6,24371.75
2017-07-24 10:14:00,24373.9,24410.15,24367.1,24405.0
2017-07-24 11:14:00,24402.9,24402.9,24370.4,24382.65
2017-07-24 12:14:00,24366.45,24446.4,24348.2,24416.8
2017-07-24 13:14:00,24409.25,24448.75,24392.75,24448.75
2017-07-24 14:14:00,24440.35,24454.85,24381.25,24412.1
2017-07-24 15:14:00,24421.4,24438.35,24411.05,24422.7
2017-07-25 09:14:00,24622.9,24622.9,24471.35,24511.95
2017-07-25 10:14:00,24511.05,24548.95,24495.8,24520.1
2017-07-25 11:14:00,24519.25,24532.45,24478.35,24500.5
2017-07-25 12:14:00,24494.85,24524.9,24490.6,24512.5
2017-07-25 13:14:00,24516.2,24545.75,24497.15,24545.1
2017-07-25 14:14:00,24544.3,24562.85,24510.5,24522.7
2017-07-25 15:14:00,24512.45,24515.8,24501.35,24515.8
2017-07-26 09:14:00,24578.15,24578.15,24492.6,24555.6
2017-07-26 10:14:00,24547.75,24574.15,24540.05,24553.3
2017-07-26 11:14:00,24553.25,24574.55,24537.5,24560.0
2017-07-26 12:14:00,24565.5,24596.9,24535.35,24548.75
2017-07-26 13:14:00,24550.6,24566.85,24524.9,24548.45
2017-07-26 14:14:00,24560.3,24711.3,24559.7,24711.3
2017-07-26 15:14:00,24698.6,24710.2,24676.45,24680.1
2017-07-27 09:14:00,24857.5,24906.8,24828.75,24893.35
2017-07-27 10:14:00,24889.0,24950.65,24871.7,24949.65
2017-07-27 11:14:00,24955.3,25015.25,24955.3,24977.0
2017-07-27 12:14:00,24983.6,24993.85,24920.95,24945.05
2017-07-27 13:14:00,24958.6,25010.4,24943.7,24984.95
2017-07-27 14:14:00,24987.35,25025.9,24866.4,24884.85
2017-07-27 15:14:00,24890.45,24927.65,24890.45,24913.75
2017-07-28 09:14:00,24744.55,24845.1,24742.85,24833.55
2017-07-28 10:14:00,24830.05,24853.6,24798.15,24805.4
2017-07-28 11:14:00,24811.55,24827.8,24772.2,24777.8
2017-07-28 12:14:00,24773.95,24776.8,24706.55,24733.05
2017-07-28 13:14:00,24733.05,24733.05,24659.55,24713.15
2017-07-28 14:14:00,24704.85,24841.6,24679.05,24841.6
2017-07-28 15:14:00,24824.65,24837.95,24803.45,24806.9
2017-07-31 09:14:00,24880.6,24922.4,24846.55,24861.45
2017-07-31 10:14:00,24855.8,24932.35,24851.6,24916.8
2017-07-31 11:14:00,24921.45,25039.6,24921.45,25031.65
2017-07-31 12:14:00,25021.8,25092.95,24981.5,25074.75
2017-07-31 13:14:00,25080.55,25109.9,25061.8,25066.5
2017-07-31 14:14:00,25057.85,25108.45,25041.3,25097.95
2017-07-31 15:14:00,25096.5,25114.3,25091.55,25091.55
2017-08-01 09:14:00,25152.85,25153.0,25083.6,25121.0
2017-08-01 10:14:00,25117.95,25132.7,25027.45,25035.3
2017-08-01 11:14:00,25036.75,25088.4,25005.6,25071.75
2017-08-01 12:14:00,25065.5,25072.85,25012.25,25024.4
2017-08-01 13:14:00,25028.95,25056.05,25024.6,25055.85
2017-08-01 14:14:00,25044.6,25135.3,25006.35,25128.5
2017-08-01 15:15:00,25130.05,25171.1,25127.65,25151.85
2017-08-02 09:14:00,25190.4,25190.4,25126.7,25149.15
2017-08-02 10:14:00,25143.15,25179.6,25104.2,25139.3
2017-08-02 11:14:00,25137.15,25150.8,25110.2,25123.55
2017-08-02 12:14:00,25121.05,25136.05,25098.15,25100.25
2017-08-02 13:14:00,25099.0,25143.15,25092.0,25116.15
2017-08-02 14:14:00,25109.45,25150.4,25000.2,25115.45
2017-08-02 15:14:00,25104.2,25104.2,24949.3,24956.45
2017-08-03 09:14:00,25002.85,25002.85,24786.65,24805.5
2017-08-03 10:14:00,24799.25,24850.65,24786.8,24803.55
2017-08-03 11:14:00,24798.95,24835.6,24794.0,24807.4
2017-08-03 12:14:00,24806.75,24819.7,24789.45,24812.45
2017-08-03 13:14:00,24814.2,24815.2,24740.6,24762.8
2017-08-03 14:14:00,24754.25,24759.25,24630.15,24696.7
2017-08-03 15:14:00,24695.4,24695.4,24642.35,24642.35
2017-08-04 09:14:00,24629.5,24737.9,24618.2,24673.4
2017-08-04 10:14:00,24676.25,24689.15,24599.15,24645.35
2017-08-04 11:14:00,24653.55,24676.55,24627.55,24667.95
2017-08-04 12:14:00,24666.05,24716.95,24657.75,24676.9
2017-08-04 13:14:00,24683.9,24785.45,24671.85,24780.8
2017-08-04 14:14:00,24801.6,24875.6,24784.9,24839.25
2017-08-04 15:14:00,24843.4,24843.4,24817.3,24823.95
2017-08-07 09:14:00,24854.15,24940.85,24854.15,24915.2
2017-08-07 10:14:00,24914.45,24969.6,24910.7,24949.0
2017-08-07 11:14:00,24937.7,24942.5,24901.35,24905.4
2017-08-07 12:14:00,24904.95,24923.95,24900.4,24916.8
2017-08-07 13:14:00,24916.35,24936.5,24883.85,24935.0
2017-08-07 14:14:00,24937.6,24974.05,24894.95,24896.95
2017-08-07 15:14:00,24897.1,24902.35,24889.55,24897.4
2017-08-08 09:14:00,24942.2,24953.05,24612.8,24616.45
2017-08-08 10:14:00,24609.5,24666.45,24545.7,24658.15
2017-08-08 11:14:00,24661.7,24730.75,24648.15,24668.6
2017-08-08 12:14:00,24672.2,24693.3,24653.4,24677.45
2017-08-08 13:14:00,24677.35,24689.7,24550.3,24606.35
2017-08-08 14:14:00,24590.8,24618.0,24538.85,24561.95
2017-08-08 15:14:00,24554.75,24663.8,24554.75,24598.55
2017-08-09 09:14:00,24519.25,24519.25,24404.05,24482.15
2017-08-09 10:14:00,24470.25,24503.5,24443.65,24468.75
2017-08-09 11:14:00,24466.35,24473.75,24434.9,24453.05
2017-08-09 12:14:00,24453.9,24478.35,24441.2,24455.5
2017-08-09 13:14:00,24446.15,24462.05,24378.2,24399.75
2017-08-09 14:14:00,24410.05,24530.8,24385.45,24396.95
2017-08-09 15:14:00,24382.5,24386.05,24335.6,24356.85
2017-08-10 09:14:00,24300.45,24305.35,24190.8,24216.65
2017-08-10 10:14:00,24221.2,24313.75,24200.25,24294.9
2017-08-10 11:14:00,24306.6,24306.6,24246.45,24261.35
2017-08-10 12:14:00,24254.3,24279.3,24216.45,24242.05
2017-08-10 13:14:00,24236.45,24249.7,24189.35,24238.3
2017-08-10 14:14:00,24244.5,24244.5,24103.6,24199.2
2017-08-10 15:14:00,24205.5,24293.05,24205.5,24276.7
2017-08-11 09:14:00,23958.25,24029.3,23958.25,24014.4
2017-08-11 10:14:00,24022.4,24083.05,24011.15,24039.4
2017-08-11 11:14:00,24040.15,24189.55,24030.75,24154.95
2017-08-11 12:14:00,24129.95,24136.05,24022.1,24051.45
2017-08-11 13:14:00,24049.1,24062.9,23922.0,23936.15
2017-08-11 14:14:00,23924.1,24011.9,23885.35,24005.1
2017-08-11 15:14:00,24001.85,24009.4,23977.7,23977.7
2017-08-14 09:14:00,24051.05,24205.65,24051.05,24169.35
2017-08-14 10:14:00,24163.65,24171.8,24130.75,24154.95
2017-08-14 11:14:00,24156.9,24207.1,24138.95,24158.2
2017-08-14 12:14:00,24154.85,24172.35,24134.2,24153.35
2017-08-14 13:14:00,24155.8,24163.45,24103.95,24130.65
2017-08-14 14:14:00,24135.15,24158.45,24113.9,24125.4
2017-08-14 15:14:00,24117.3,24125.65,24086.75,24100.8
2017-08-16 09:14:00,24188.75,24188.75,23953.8,23964.35
2017-08-16 10:14:00,23962.45,24020.45,23962.45,24008.7
2017-08-16 11:14:00,24009.9,24050.25,23966.1,24044.3
2017-08-16 12:14:00,24040.8,24251.6,24030.9,24233.1
2017-08-16 13:14:00,24234.9,24377.25,24223.35,24263.0
2017-08-16 14:14:00,24266.35,24456.2,24241.15,24438.0
2017-08-16 15:14:00,24438.9,24457.0,24423.9,24447.85
2017-08-17 09:14:00,24495.2,24495.2,24336.7,24388.8
2017-08-17 10:14:00,24377.75,24418.4,24300.8,24307.15
2017-08-17 11:14:00,24288.3,24329.25,24283.45,24297.45
2017-08-17 12:14:00,24298.5,24360.05,24298.5,24353.5
2017-08-17 13:14:00,24354.3,24391.15,24285.35,24324.8
