Date_Time,Open,High,Low,Close
2017-07-17 09:14:00,24011.4,24014.4,23954.05,23984.7
2017-07-17 09:29:00,23983.0,23984.85,23919.65,23924.5
2017-07-17 09:44:00,23923.2,23986.55,23914.4,23977.3
2017-07-17 09:59:00,23976.6,23984.45,23952.05,23969.25
2017-07-17 10:14:00,23969.35,24000.1,23964.05,23989.55
2017-07-17 10:29:00,23990.0,24003.2,23977.85,23988.85
2017-07-17 10:44:00,23988.95,24021.8,23988.95,24014.75
2017-07-17 10:59:00,24013.0,24017.85,23993.4,23995.5
2017-07-17 11:14:00,23995.6,24000.65,23967.75,23979.65
2017-07-17 11:29:00,23980.35,23982.0,23964.9,23979.85
2017-07-17 11:44:00,23979.7,23990.6,23974.3,23990.6
2017-07-17 11:59:00,23989.75,23990.35,23972.4,23976.0
2017-07-17 12:14:00,23975.15,23992.55,23963.75,23985.35
2017-07-17 12:29:00,23984.3,23997.4,23978.8,23985.65
2017-07-17 12:44:00,23986.85,23991.0,23976.0,23988.55
2017-07-17 12:59:00,23988.9,24003.65,23981.2,23989.7
2017-07-17 13:14:00,23991.05,23994.5,23981.4,23986.1
2017-07-17 13:29:00,23986.05,24006.35,23983.35,23991.5
2017-07-17 13:44:00,23991.75,24007.1,23968.45,23980.45
2017-07-17 13:59:00,23978.05,23996.0,23965.5,23985.55
2017-07-17 14:14:00,23988.75,24022.25,23986.15,24005.5
2017-07-17 14:29:00,24004.25,24028.0,23992.85,24023.2
2017-07-17 14:44:00,24024.35,24064.7,24014.4,24031.55
2017-07-17 14:59:00,24032.1,24036.15,24001.4,24002.05
2017-07-17 15:14:00,24002.95,24038.85,23992.35,24026.9
2017-07-17 15:29:00,24029.2,24067.7,23958.15,24067.7
2017-07-18 09:28:00,24058.55,24065.4,24050.2,24054.4
2017-07-18 09:43:00,24048.65,24099.65,24046.55,24082.95
2017-07-18 09:58:00,24085.4,24124.4,24085.4,24116.5
2017-07-18 10:13:00,24107.35,24107.35,24087.6,24092.65
2017-07-18 10:28:00,24089.35,24095.45,24085.25,24095.1
2017-07-18 10:43:00,24090.2,24093.05,24070.6,24070.6
2017-07-18 10:58:00,24060.2,24061.5,24037.8,24044.15
2017-07-18 11:13:00,24047.9,24059.3,24047.9,24053.35
2017-07-18 11:28:00,24058.85,24082.2,24058.85,24073.55
2017-07-18 11:43:00,24074.45,24102.05,24074.45,24096.1
2017-07-18 11:58:00,24089.8,24098.0,24068.7,24080.35
2017-07-18 12:13:00,24084.45,24102.55,24081.15,24092.45
2017-07-18 12:28:00,24091.3,24091.3,24078.6,24080.3
2017-07-18 12:43:00,24078.25,24093.8,24078.25,24083.25
2017-07-18 12:58:00,24082.9,24089.85,24060.25,24065.85
2017-07-18 13:13:00,24059.45,24089.5,24059.45,24088.65
2017-07-18 13:28:00,24097.6,24107.75,24074.05,24088.4
2017-07-18 13:43:00,24081.05,24122.05,24072.35,24109.3
2017-07-18 13:58:00,24106.15,24143.75,24104.7,24120.9
2017-07-18 14:13:00,24123.4,24133.15,24119.85,24123.55
2017-07-18 14:28:00,24121.25,24127.4,24051.9,24070.3
2017-07-18 14:43:00,24059.9,24072.5,24008.5,24013.4
2017-07-18 14:58:00,24027.95,24042.3,24011.15,24014.85
2017-07-18 15:13:00,24016.4,24027.3,24009.3,24017.6
2017-07-18 15:28:00,24020.55,24020.55,24012.05,24012.05
2017-07-19 09:14:00,24069.2,24099.25,24069.2,24072.9
2017-07-19 09:29:00,24083.4,24131.05,24083.4,24108.6
2017-07-19 09:44:00,24102.1,24136.05,24093.8,24135.25
2017-07-19 09:59:00,24128.6,24129.05,24105.95,24107.1
